BRM_BILLER_ACCOUNT_T_ACCOUNT_NO,BRM_BILLINFO_T_ACTG_CYCLE_DOM,TOTAL_AMOUNT,THRESHOLD,WEIGHTED_THRESHOLD,BILLSHOCK,PROXIMITY
173680176-2,16,37.8301497,65.01,130.02,No,0.290956389017
173694592,21,122.5979838,0.0,0.0,Yes,1.0
173698927,16,82.7367402,89.13,178.26,No,0.464135196903
173706746,25,75.75,94.38,75.504,Yes,1.0
173712971-1,24,45.45,0.0,0.0,Yes,1.0
173740442-1,21,14.875,0.0,0.0,Yes,1.0
173763176,21,24.2392001,21.0,28.0,No,0.865685717857
173763392-1,17,20.848117,0.0,0.0,Yes,1.0
173777490-1,21,24.408367,0.0,0.0,Yes,1.0
173777796,20,16.249966,44.91,65.868,No,0.246705016093
173781441,22,34.65506685,63.12,75.744,No,0.457528871594
173784182,25,29.2836,46.18,36.944,No,0.792648332612
173784499,22,32.5,47.64,57.168,No,0.568499860062
173793707,24,26.7200334,44.53,41.5613333333,No,0.64290606814
173798622,12,34.508367,-10.1,-25.5866666667,Yes,-1.34868552632
173801275,20,26.5833,71.4,104.72,No,0.253851222307
173804314,20,14.17,19.2,28.16,No,0.503196022727
173805951,25,29.25,64.1,51.28,No,0.570397815913
173811108,16,84.4692664,95.56,191.12,No,0.441969790707
173817115,23,133.788675,169.28,180.565333333,No,0.740943305839
173833671,18,25.8,23.94,41.496,No,0.621746674378
173853437,24,74.6591835,79.7,74.3866666667,Yes,1.0
173857759-1,25,29.2709417,0.0,0.0,Yes,1.0
173862176-1,20,15.15,15.6,22.88,No,0.66215034965
173862609,13,50.1765663,58.68,140.832,No,0.356286684134
173869344,18,26.8667,32.35,56.0733333333,No,0.479135061229
173917898,24,41.3291934,41.2,38.4533333333,Yes,1.0
173919561,24,198.599933,562.91,525.382666667,No,0.378010059335
173928960,13,99.874867,287.85,690.84,No,0.144570185571
173931998,11,108.199669,226.39,603.706666667,No,0.179225565948
173934184,15,57.4444666,63.49,135.445333333,No,0.424115509824
173939327,21,11.8167,39.04,52.0533333333,No,0.227011398566
173946064,15,24.0833,38.4,81.92,No,0.293985595703
173947907-1,25,12.9,0.0,0.0,Yes,1.0
173963349,20,41.8075,255.97,375.422666667,No,0.111361150277
173966193,21,61.46605825,72.98,97.3066666667,No,0.631673659736
173972077,21,13.33,18.54,24.72,No,0.539239482201
173973636,25,23.3,24.0,19.2,Yes,1.0
173974682,18,26.2875335,29.54,51.2026666667,No,0.513401649003
173996666,21,89.7658734,98.85,131.8,No,0.681076429439
173999363,18,58.0167,0.0,0.0,Yes,1.0
173999761,21,7.9167,10.5,14.0,No,0.565478571429
174002098,13,15.4833,49.83,119.592,No,0.129467690146
174006387,22,28.25,50.65,60.78,No,0.464791049687
174018121,22,12.25,19.19,23.028,No,0.531961090846
174046636,20,104.3533,0.0,0.0,Yes,1.0
174047682,11,67.5370834,73.54,196.106666667,No,0.344389533247
174054681,13,90.327734,72.03,172.872,No,0.522512228701
174055820,20,27.0934501,72.74,106.685333333,No,0.253956652273
174058981,13,38.3159833,51.73,124.152,No,0.308621555029
174082856,23,28.3333,24.34,25.9626666667,Yes,1.0
174087408,23,21.675,34.16,36.4373333333,No,0.594856923302
174087771,25,28.3333,41.0,32.8,No,0.863820121951
174099800,22,46.039133,56.32,67.584,No,0.681213497277
174106899,14,33.05,39.55,89.6466666667,No,0.36866959173
174118326,15,18.77916675,45.65,97.3866666667,No,0.192830983879
174121525,16,43.6833,55.46,110.92,No,0.393827082582
174127429,24,30.0167,49.51,46.2093333333,No,0.649580892749
174130673,23,16.3743834,103.24,110.122666667,No,0.148692216559
174163730,19,12.55,0.0,0.0,Yes,1.0
174164388,13,32.5,62.4,149.76,No,0.217013888889
174173823,18,12.5,15.0,26.0,No,0.480769230769
174174539,16,31.89586675,44.96,89.92,No,0.354713820618
174179512,22,47.72170005,45.36,54.432,No,0.876721414793
174186975,16,15.1916332,10.5,21.0,No,0.723411104762
174193816,21,30.55,43.99,58.6533333333,No,0.520857012957
174210045,20,9.5834,15.26,22.3813333333,No,0.428187179793
174211444,20,124.4533,133.0,195.066666667,No,0.63800393028
174218827,25,10.4167,12.5,10.0,Yes,1.0
174233382,23,60.08333325,59.0,62.9333333333,No,0.954713981727
174254309,22,27.5717334,34.98,41.976,No,0.656845182962
174264345,20,12.85,15.9,23.32,No,0.55102915952
174265959,13,22.2323668,19.58,46.992,No,0.473109610146
174281528,20,34.6619418,52.57,77.1026666667,No,0.449555680737
174292269,23,25.7,65.96,70.3573333333,No,0.365278198908
174292996,24,158.649966,244.64,228.330666667,No,0.694825484093
174293259,13,33.6475,86.48,207.552,No,0.162115999846
174430314,11,38.29029175,41.64,111.04,No,0.344833319074
174430585,21,41.2388,55.5,74.0,No,0.557281081081
174439142-1,24,28.3334,21.99,20.524,Yes,1.0
174448336,20,55.6933,98.37,144.276,No,0.386019157725
174450158,23,10.4167,12.5,13.3333333333,No,0.7812525
174460865,24,8.1667,10.85,10.1266666667,No,0.806454904542
174462481,22,8.1667,13.43,16.116,No,0.506744849839
174471426,11,37.25,40.1,106.933333333,No,0.348347880299
174485773,18,38.405,103.11,178.724,No,0.214884402766
174490156,16,19.358367,30.25,60.5,No,0.319973008264
174504595-1,19,40.46112495,0.0,0.0,Yes,1.0
174510559,24,14.5833,37.89,35.364,No,0.412376993553
174513392,20,12.55,24.3,35.64,No,0.352132435466
174516588,24,15.4833,19.68,18.368,No,0.842949695122
174517067,24,15.52200825,34.22,31.9386666667,No,0.485994246786
174518524,24,27.5166,63.15,58.94,No,0.466857821513
174522906,23,8.1667,11.37,12.128,No,0.673375659631
174523065,23,20.9166332,20.48,21.8453333333,No,0.957487481689
174531189,16,12.5075,23.1,46.2,No,0.270725108225
174539405,23,7.9167,27.8,29.6533333333,No,0.266975044964
174540191,25,7.9167,10.5,8.4,No,0.942464285714
174553243,16,31.64127505,43.57,87.14,No,0.363108504131
174563610,15,37.8503334,90.73,193.557333333,No,0.195551017097
174564462,25,20.6623417,52.29,41.832,No,0.493936261714
174567056,24,12.4687,63.95,59.6866666667,No,0.20890260248
174572406,16,18.75,24.0,48.0,No,0.390625
174573929,23,10.4167,5.0,5.33333333333,Yes,1.0
174588948,12,55.4159668,34.16,86.5386666667,No,0.64036076513
174595561,25,17.5,24.5,19.6,No,0.892857142857
174608181,17,47.133266,83.75,156.333333333,No,0.30149210661
174610389,17,17.5083,26.35,49.1866666667,No,0.355956221198
174616227,16,48.085833,43.85,87.7,No,0.548299122007
174620416,21,26.25,36.97,49.2933333333,No,0.532526372735
174635297,23,21.75668,44.62,47.5946666667,No,0.457124327656
174638336,23,33.33,52.0,55.4666666667,No,0.600901442308
174648327,22,45.8112165,49.41,59.292,No,0.772637396276
174673588,24,29.1667,43.5,40.6,No,0.718391625616
174677719,22,12.5,15.0,18.0,No,0.694444444444
174677753,24,68.07976655,80.6,75.2266666667,No,0.904995124291
174679108,23,40.5379501,34.25,36.5333333333,Yes,1.0
174682330,13,65.33757505,82.29,197.496,No,0.330829865162
174701629-1,18,12.5375,0.0,0.0,Yes,1.0
174719641-1,16,22.49527505,31.17,62.34,No,0.360848172121
174727049,24,88.5833,65.12,60.7786666667,Yes,1.0
174735890,24,296.410433,385.64,359.930666667,No,0.823520917918
174737734,25,54.675033,78.05,62.44,No,0.875641143498
174753723,21,10.4167,12.5,16.6666666667,No,0.625002
174757965,13,91.11493325,122.62,294.288,No,0.3096114461
174778528,16,36.4167,43.34,86.68,No,0.420128057222
174792606,21,8.1667,39.69,52.92,No,0.154321617536
174799169,20,50.99665,41.55,60.94,No,0.836833770922
174805135,20,44.8955668,33.19,48.6786666667,No,0.922284234024
174836198,25,14.5834,17.5,14.0,Yes,1.0
174842969,3,96.2133334,140.21,523.450666667,No,0.183805923895
174873513,18,10.4167,0.0,0.0,Yes,1.0
174877517,18,121.9622998,159.68,276.778666667,No,0.440649206345
174901154,25,27.5167,0.0,0.0,Yes,1.0
174908775,23,57.7717,90.05,96.0533333333,No,0.601454400333
174921181,20,12.9,35.03,51.3773333333,No,0.251083486881
174925981,20,13.7583,22.02,32.296,No,0.426006316572
174936724,17,44.7167,56.41,105.298666667,No,0.424665396206
174938293,16,61.1934,-10.26,-20.52,Yes,-2.98213450292
174949967,23,41.666633,53.64,57.216,No,0.728233938059
174961521,24,22.5834,31.9,29.7733333333,No,0.758510971787
174961883,24,21.6536251,20.44,19.0773333333,Yes,1.0
174993961,21,40.0,156.55,208.733333333,No,0.191632066432
174999843,23,22.0833,42.5,45.3333333333,No,0.487131617647
175101863,20,53.3333,86.11,126.294666667,No,0.422292575036
175105298,20,37.435,140.1,205.48,No,0.182183180845
175105378,20,80.2274,105.27,154.396,No,0.519620974637
175111730,20,11.69586675,27.44,40.2453333333,No,0.290614234777
175113130,24,15.97617,18.0,16.8,No,0.9509625
175124122,11,14.17,17.0,45.3333333333,No,0.312573529412
175124757,8,124.099366,71.84,220.309333333,No,0.563295998959
175132008,20,92.3083665,64.5,94.6,No,0.975775544397
175134000,24,19.4333,29.05,27.1133333333,No,0.71674329973
175138924,20,11.6783667,13.5,19.8,No,0.5898165
175141850,22,33.6833,46.0,55.2,No,0.610204710145
175146708,12,28.954201,76.6,194.053333333,No,0.149207439536
175151409,8,53.9033,72.75,223.1,No,0.24161048857
175151807,15,14.18417,21.12,45.056,No,0.314812011719
175153014,22,7.9246167,18.5,22.2,No,0.356964716216
175154184,8,14.17,10.2,31.28,No,0.45300511509
175155061,24,17.8567,48.28,45.0613333333,No,0.396275446798
175156722-1,8,14.6167,0.0,0.0,Yes,1.0
175159032,20,14.17,22.31,32.7213333333,No,0.433050812925
175159827,20,54.2916666,807.23,1183.93733333,No,0.0458568752513
175159849,21,54.2916666,61.62,82.16,No,0.660804121227
175159929,20,20.03,95.98,140.770666667,No,0.142288166095
175164926,22,118.2900334,15.0,18.0,Yes,1.0
175165654,14,129.735,231.19,524.030666667,No,0.247571388952
175170548,5,24.230425,33.14,114.885333333,No,0.21090964614
175170899,9,33.59834,68.47,200.845333333,No,0.167284643573
175175689,8,35.35,54.5,167.133333333,No,0.211507778221
175182519,25,72.4779165,156.59,125.272,No,0.578564375918
175185056,22,14.6167,18.09,21.708,No,0.673332412014
175191792,8,46.22,62.25,190.9,No,0.242116291252
175197287,20,41.25249,67.8,99.44,No,0.414848049075
175197798,20,31.8167,38.18,55.9973333333,No,0.568182413448
175199416,11,20.0,0.0,0.0,Yes,1.0
175201273,24,30.38,32.4,30.24,Yes,1.0
175202058,24,18.516633,73.31,68.4226666667,No,0.270621329189
175202865,25,20.8333,36.5,29.2,No,0.713469178082
175205368,23,33.3803334,37.04,39.5093333333,No,0.84487209942
175206723,22,36.67,44.0,52.8,No,0.694507575758
175211311,12,22.0833,26.65,67.5133333333,No,0.327095388565
175212209,11,22.880866,25.41,67.76,No,0.337675118064
175212505-1,12,21.3297,0.0,0.0,Yes,1.0
175212878,10,71.825,107.56,301.168,No,0.238488152792
175215508-1,8,40.5167,0.0,0.0,Yes,1.0
175215746,20,41.77086675,69.06,101.288,No,0.412396994215
175226738,12,16.43,21.97,55.6573333333,No,0.295199195075
175234998-1,14,9.3666,0.0,0.0,Yes,1.0
175238163,4,41.7500334,49.5,178.2,No,0.234287505051
175239108,5,50.7416,36.12,125.216,No,0.40523255814
175240894,12,18.3333,38.08,96.4693333333,No,0.190042776979
175243013,12,113.5199837,487.36,1234.64533333,No,0.0919454199803
175243728,14,100.0217,220.88,500.661333333,No,0.199779158766
175249224,22,9.5167,22.44,26.928,No,0.353412804516
175250761,20,30.77,110.65,162.286666667,No,0.189602760547
175252774,20,12.5125,17.0,24.9333333333,No,0.501838235294
175258350,11,17.9645,21.19,56.5066666667,No,0.317918239736
175262185,3,17.6167,25.0,93.3333333333,No,0.188750357143
175262210,3,41.241633,54.0,201.6,No,0.204571592262
175263324,10,22.683367,65.35,182.98,No,0.123966373374
175263551-1,14,12.5,0.0,0.0,Yes,1.0
175263777-1,4,32.9167,0.0,0.0,Yes,1.0
175263824,3,67.07008305,77.86,290.677333333,No,0.230737231145
175272121,9,48.240001,54.5,159.866666667,No,0.301751465805
175275771,12,23.9532999,19.6,49.6533333333,No,0.482410712272
175277488,13,99.431401,89.96,215.904,No,0.460535242515
175281348-1,14,19.1668,0.0,0.0,Yes,1.0
175281984,3,115.7837336,21.78,81.312,Yes,1.0
175283328,9,63.651033,77.96,228.682666667,No,0.27833781164
175283577,10,26.406501,58.04,162.512,No,0.162489545387
175292465,19,7.9167,8.95,14.32,No,0.552842178771
175301069,20,30.3,28.48,41.7706666667,No,0.725389427988
175306337,20,92.172433,254.95,373.926666667,No,0.246498688691
175310333,25,49.8333,138.61,110.888,No,0.449402099416
175322508,8,26.72334,50.25,154.1,No,0.173415574302
175324328,8,243.3333,98.31,301.484,No,0.807118454047
175326353,17,16.2533,19.5,36.4,No,0.446519230769
175328424-2,23,48.3028752,0.0,0.0,Yes,1.0
175333567,23,20.7917,26.89,28.6826666667,No,0.72488727222
175336208,24,26.933367,35.37,33.012,No,0.815865957834
175338744,23,19.5833,45.97,49.0346666667,No,0.399376631499
175341750,21,80.44,89.27,119.026666667,No,0.67581494343
175344559,24,73.608167,97.42,90.9253333333,No,0.809545198258
175349383,6,26.732567,28.58,95.2666666667,No,0.280607771169
175352219,4,9.990617,18.42,66.312,No,0.150660770298
175353254,11,109.2592351,176.14,469.706666667,No,0.232611633715
175355154-1,10,27.8667,0.0,0.0,Yes,1.0
175356848,11,36.1167,44.04,117.44,No,0.307533208447
175359432,23,33.115,51.05,54.4533333333,No,0.608135406464
175364440-1,21,17.17,0.0,0.0,Yes,1.0
175365270,20,36.2157835,64.07,93.9693333333,No,0.385400025895
175367283,23,26.8167,20.0,21.3333333333,Yes,1.0
175370186,5,44.9402835,52.84,183.178666667,No,0.245335793287
175370880,16,16.833367,21.79,43.58,No,0.386263584213
175371007,11,30.0,79.04,210.773333333,No,0.142332995951
175372940,16,52.5883,84.74,169.48,No,0.310292069861
175374011,8,47.9345341,41.6,127.573333333,No,0.375741017715
175374566,10,155.3386835,250.93,702.604,No,0.221089950385
175374577,8,42.14,60.94,186.882666667,No,0.225489076925
175374840,20,74.61917495,123.48,181.104,No,0.412023892073
175375692-1,23,31.8167,0.0,0.0,Yes,1.0
175379674,20,9.2667,14.8,21.7066666667,No,0.426905712531
175383534-1,4,14.6167,17.54,63.144,No,0.231482009375
175387629,23,21.67,26.12,27.8613333333,No,0.777780436447
175393398,5,45.65167495,46.5,161.2,No,0.283198976117
175406838,21,59.4227175,59.86,79.8133333333,No,0.744521184848
175411937,6,26.578567,66.99,223.3,No,0.119026274071
175414054,12,31.86442505,34.99,88.6413333333,No,0.359475922256
175414292,5,42.4833,101.9,353.253333333,No,0.120262984072
175415464,3,63.068801,43.6,162.773333333,No,0.387463964204
175415919,11,40.83,58.05,154.8,No,0.263759689922
175416307-1,14,47.7033,0.0,0.0,Yes,1.0
175417784-1,5,27.2,0.0,0.0,Yes,1.0
175419797-1,21,18.75,0.0,0.0,Yes,1.0
175421291,14,19.5933668,20.31,46.036,No,0.425609670693
175421371,4,43.925067,103.82,373.752,No,0.117524633982
175429722-1,11,24.4917,25.87,68.9866666667,No,0.355020776962
175430043,9,40.5717334,65.42,191.898666667,No,0.211422695659
175435026,18,233.438568,672.44,1165.56266667,No,0.200279722984
175436890,14,65.458625,65.64,148.784,No,0.439957421497
175444083,4,103.0198173,109.12,392.832,No,0.262249046157
175449271,3,148.5587835,155.34,579.936,No,0.256164100004
175451708,4,40.4571167,43.65,157.14,No,0.257459060074
175452130,5,91.9017001,74.84,259.445333333,No,0.354223754651
175454847,5,143.67955,160.35,555.88,No,0.258472242211
175454949,12,16.70211675,20.0,50.6666666667,No,0.329647041118
175456156,16,45.1,44.74,89.48,No,0.504023245418
175457533,10,87.5167,66.77,186.956,No,0.46811388776
175457793-1,11,48.4917,0.0,0.0,Yes,1.0
175459013,20,10.4167,14.04,20.592,No,0.505861499611
175460367,23,64.096234,347.06,370.197333333,No,0.173140723146
175461244,20,44.87732505,48.38,70.9573333333,No,0.632455067599
175463462,23,31.8167,26.85,28.64,Yes,1.0
175465088,12,32.63225,58.16,147.338666667,No,0.221477842431
175467079,12,15.2834,75.31,190.785333333,No,0.0801078349838
175467217-2,4,44.1667,0.0,0.0,Yes,1.0
175468503,5,15.5452332,11.15,38.6533333333,No,0.402170572611
175470483,5,24.0833,21.68,75.1573333333,No,0.32043845799
175471644,8,79.952567,2395.39,7345.86266667,No,0.010884026918
175472247,18,58.17,173.3,300.386666667,No,0.193650406143
175475386,16,16.91747,19.27,38.54,No,0.438958744162
175479346-1,21,12.9,15.48,20.64,No,0.625
175479562,20,35.68260855,25.8,37.84,No,0.942986483879
175481599,15,10.5434,40.82,87.0826666667,No,0.121073462763
175481817,14,20.848117,23.44,53.1306666667,No,0.392393288245
175485140,25,14.191255,17.92,14.336,No,0.989903390067
175486061-1,11,47.6008501,0.0,0.0,Yes,1.0
175486301,3,28.616633,28.0,104.533333333,No,0.273756055485
175489393,12,32.9500334,31.91,80.8386666667,No,0.407602385822
175489655,3,14.6167,53.44,199.509333333,No,0.0732632391467
175497564,23,25.0,35.55,37.92,No,0.659282700422
175497791,22,47.133367,84.5,101.4,No,0.464826104536
175498747,20,37.033367,181.08,265.584,No,0.139441257756
175500968,4,16.833367,53.31,191.916,No,0.0877121605286
175501254,3,25.05,99.15,370.16,No,0.0676734385131
175502222,12,14.875,17.85,45.22,No,0.328947368421
175502813-1,5,25.8749666,0.0,0.0,Yes,1.0
175504417-1,14,50.2333,39.99,90.644,No,0.554182295574
175504586,12,10.4167,12.5,31.6666666667,No,0.328948421053
175505861-1,5,46.323367,110.89,384.418666667,No,0.120502387154
175506726,15,37.0167,50.93,108.650666667,No,0.340694642156
175508751,17,35.8417,65.11,121.538666667,No,0.29489956557
175513327,22,31.8167,45.78,54.936,No,0.579159385467
175515330-1,14,37.4333,0.0,0.0,Yes,1.0
175520575-1,10,34.1603334,38.73,108.444,No,0.315004365387
175521189-1,14,70.49,0.0,0.0,Yes,1.0
175521281,15,15.7717,82.19,175.338666667,No,0.0899499254776
175521407,14,38.4482999,86.72,196.565333333,No,0.195600614045
175522759,14,21.041633,0.0,0.0,Yes,1.0
175525263,22,45.45,86.4,103.68,No,0.438368055556
175529347,5,18.9167,16.25,56.3333333333,No,0.335799408284
175534708,12,15.0,29.79,75.468,No,0.198759739227
175541605,5,132.6750751,183.49,636.098666667,No,0.208576250907
175542606,20,9.1667,22.0,32.2666666667,No,0.284091942149
175543629,20,58.0767,124.9,183.186666667,No,0.317035628503
175545438,14,7.9167,16.0,36.2666666667,No,0.218291360294
175547429-1,11,9.5834,0.0,0.0,Yes,1.0
175549114,14,94.7088,206.48,468.021333333,No,0.202360006381
175549625,21,41.5,58.8,78.4,No,0.529336734694
175555214,14,31.9667,28.2,63.92,No,0.500104818523
175555792,12,32.6833,40.44,102.448,No,0.319023309386
175556748,5,26.933367,22.94,79.5253333333,No,0.338676568473
175560006,14,16.9167,49.0,111.066666667,No,0.15231122449
175562837,21,48.3333,54.28,72.3733333333,No,0.667832995578
175565954-1,11,27.55797505,0.0,0.0,Yes,1.0
175576195,22,36.1167,48.53,58.236,No,0.620178240264
175585572,5,44.1167,52.94,183.525333333,No,0.240384797013
175586993,21,51.7848,94.94,126.586666667,No,0.409085738361
175596484,5,13.7583,16.51,57.2346666667,No,0.240384032987
175598919,12,28.3333,46.0,116.533333333,No,0.2431347254
175599874,5,21.67,29.97,103.896,No,0.208573958574
175600196-1,14,15.453734,0.0,0.0,Yes,1.0
175603520,21,67.883367,270.96,361.28,No,0.187896830713
175607762,14,59.7612669,46.3,104.946666667,No,0.569444164337
175621099,16,24.21834,52.25,104.5,No,0.231754449761
175624581,20,7.9167,10.5,15.4,No,0.514071428571
175626447,23,19.369917,18.58,19.8186666667,No,0.977357222147
175630749,20,90.1103672,96.91,142.134666667,No,0.633978812581
175630932,16,-5.7264,33.02,66.04,No,-0.0867110841914
175631535,18,27.555,295.73,512.598666667,No,0.0537555046313
175631717,25,16.3417,26.19,20.952,No,0.779958953799
175632309,9,37.528867,63.81,187.176,No,0.200500422063
175632763-1,21,64.26212505,0.0,0.0,Yes,1.0
175634196,23,50.5372835,71.95,76.7466666667,No,0.658494833652
175634481,20,28.33,34.55,50.6733333333,No,0.559071174845
175638076,5,89.89599175,200.82,696.176,No,0.129128254565
175638634,5,31.8167,37.54,130.138666667,No,0.244483064219
175645484,20,45.7,88.35,129.58,No,0.352677882389
175646543,24,33.39666,36.73,34.2813333333,No,0.97419373031
175647588-1,14,31.3833,51.3,116.28,No,0.269894220846
175653199,17,29.17,75.45,140.84,No,0.20711445612
175658730,25,15.0,15.05,12.04,Yes,1.0
175659048,24,220.697766,265.19,247.510666667,No,0.891669716591
175659719,24,38.25890405,51.14,47.7306666667,No,0.801558132787
175663271,11,51.5,133.56,356.16,No,0.144597933513
175663680-1,11,71.6667,0.0,0.0,Yes,1.0
175665966,8,41.516633,35.35,108.406666667,No,0.382971216407
175666649,20,54.7133,154.13,226.057333333,No,0.242032847124
175669404,23,40.47732505,44.78,47.7653333333,No,0.84742055012
175670009,23,16.3417,19.96,21.2906666667,No,0.767552292084
175670532,25,61.6667,81.0,64.8,No,0.951646604938
175671271,5,51.41227005,43.53,150.904,No,0.340695210531
175671793,4,28.10797505,0.0,0.0,Yes,1.0
175676823,20,41.38,69.0,101.2,No,0.408893280632
175680578,25,15.5142666,47.96,38.368,No,0.404354321309
175685937,21,33.49665,55.45,73.9333333333,No,0.453065599639
175686654,23,10.4167,12.5,13.3333333333,No,0.7812525
175686790,20,17.2,26.64,39.072,No,0.440212940213
175687495,24,112.115383,81.28,75.8613333333,Yes,1.0
175687622-1,21,53.8162834,0.0,0.0,Yes,1.0
175688963,24,61.3126,104.01,97.076,No,0.631593802794
175701290-1,17,38.2795666,0.0,0.0,Yes,1.0
175702837,20,60.9089334,103.34,151.565333333,No,0.401865862466
175703907,11,96.7475334,171.57,457.52,No,0.211460774174
175706239,25,37.222499,36.27,29.016,Yes,1.0
175714386,10,36.01666,110.6,309.68,No,0.116302828726
175716082,25,26.6667,40.0,32.0,No,0.833334375
175719109,23,41.105,33.8,36.0533333333,Yes,1.0
175722319,16,28.620867,25.0,50.0,No,0.57241734
175723092,9,19.401334,21.05,61.7466666667,No,0.314208605053
175724684,16,16.3417,26.11,52.22,No,0.312939486787
175726631,14,45.45,4.78,10.8346666667,Yes,1.0
175729736,20,35.35,84.53,123.977333333,No,0.285132766205
175734062,20,37.9847336,32.85,48.18,No,0.788392146119
175734540,25,20.6417,25.32,20.256,Yes,1.0
175741710,23,31.74586675,100.74,107.456,No,0.295431309094
175744655,19,117.9066417,198.02,316.832,No,0.372142465723
175746293,4,32.06420005,38.4,138.24,No,0.231945891565
175750471,4,28.821875,34.5,124.2,No,0.232060185185
175752428,8,77.9679793,0.0,0.0,Yes,1.0
175752848,4,27.791867,33.02,118.872,No,0.233796579514
175754577,10,36.67,55.1,154.28,No,0.237684729064
175756104,8,32.603,57.71,176.977333333,No,0.184221331545
175756819,16,49.43334,60.77,121.54,No,0.406724864242
175759232,19,76.080966,147.91,236.656,No,0.321483359813
175761689,20,44.7167,55.32,81.136,No,0.551132666141
175762442,20,27.95,77.64,113.872,No,0.245451032739
175762555,22,93.127808,124.91,149.892,No,0.621299388893
175762704,25,98.9,129.76,103.808,No,0.952720406905
175764502,19,122.6167,60.4,96.64,Yes,1.0
175768675,20,14.53417,0.0,0.0,Yes,1.0
175768948,23,16.6915667,63.95,68.2133333333,No,0.244696540754
175771487,10,111.152,109.99,307.972,No,0.360915927422
175772353,20,21.67,28.5,41.8,No,0.518421052632
175777574,16,26.25,42.55,85.1,No,0.308460634548
175780217,5,28.3333,32.0,110.933333333,No,0.255408353365
175783572,20,32.9167,62.05,91.0066666667,No,0.361695480185
175785712,14,56.7667,63.82,144.658666667,No,0.392418244327
175793154,23,11.7017001,17.0,18.1333333333,No,0.64531434375
175802189,5,25.0,30.0,104.0,No,0.240384615385
175803351,20,30.8333,43.5,63.8,No,0.483280564263
175807571,5,132.4093085,148.38,514.384,No,0.257413349754
175807753,20,28.33,40.5,59.4,No,0.476936026936
175808481,12,10.2834,14.3,36.2266666667,No,0.283862716231
175809982,20,38.6333,61.12,89.6426666667,No,0.430969999405
175813091,24,-1.8553668,27.35,25.5266666667,No,-0.0726834734918
175817686,20,34.6567,103.94,152.445333333,No,0.227338543215
175822887,15,20.83,28.9,61.6533333333,No,0.33785683391
175822989,10,41.3333,111.41,311.948,No,0.132500609076
175824696,6,27.5442167,33.02,110.066666667,No,0.25025030315
175825437,6,34.689,131.18,437.266666667,No,0.0793314529654
175826289,16,50.15,48.52,97.04,No,0.516797197032
175828009-1,14,28.75,0.0,0.0,Yes,1.0
175833595,18,29.28556255,36.3,62.92,No,0.465441235696
175836485-1,8,31.9757835,0.0,0.0,Yes,1.0
175840981,25,117.7311251,180.76,144.608,No,0.814139778574
175844941,20,33.6325,102.19,149.878666667,No,0.224398179861
175845715,24,20.6417,21.36,19.936,Yes,1.0
175846727,22,138.5899666,153.05,183.66,No,0.754600711097
175847024,23,86.2866,116.54,124.309333333,No,0.694128089068
175850949,25,50.4333,62.85,50.28,Yes,1.0
175853942,4,36.67,46.5,167.4,No,0.219056152927
175855568,12,29.17,60.69,153.748,No,0.189726045217
175855591-1,4,17.5,0.0,0.0,Yes,1.0
175857151,5,45.2667,91.27,316.402666667,No,0.143066746172
175857628,12,20.7242668,21.36,54.112,No,0.382988372265
175859379,5,17.5,21.0,72.8,No,0.240384615385
175866276,5,39.2367,51.07,177.042666667,No,0.221622847976
175868734,25,47.152867,68.74,54.992,No,0.857449574484
175872901,21,36.67,62.55,83.4,No,0.4396882494
175875926,23,82.35334,92.25,98.4,No,0.836924186992
175876541,15,45.05164,23.9,50.9866666667,No,0.883596495816
175878214,11,36.17087505,48.24,128.64,No,0.281179065998
175879293,8,73.5078664,95.78,293.725333333,No,0.250260559979
175880081,11,16.6793834,43.22,115.253333333,No,0.144719314553
175881480,11,8.1830334,16.3,43.4666666667,No,0.188259970859
175881935,25,78.03756675,192.58,154.064,No,0.506526941726
175882174,21,35.35,45.0,60.0,No,0.589166666667
175882765,20,40.0543834,50.68,74.3306666667,No,0.538867538746
175883755,5,9.7334,14.17,49.1226666667,No,0.198144780414
175885815,20,41.8333,63.54,93.192,No,0.448893681861
175891233,19,79.083367,277.25,443.6,No,0.178276300721
175893019,25,49.0167,75.72,60.576,No,0.809176901743
175895828,19,31.9121501,30.05,48.08,No,0.663730243344
175900484,23,36.0,20.3,21.6533333333,Yes,1.0
175901827-1,19,72.1984032,0.0,0.0,Yes,1.0
175903829,23,7.9167,9.5,10.1333333333,No,0.781253289474
175905616,24,38.0667,78.75,73.5,No,0.517914285714
175911476,14,21.041633,28.9,65.5066666667,No,0.321213611846
175915083,5,50.5053,44.51,154.301333333,No,0.32731603097
175917778,4,37.07575825,56.86,204.696,No,0.181125953854
175918213,18,10.4167,12.5,21.6666666667,No,0.480770769231
175918848,8,13.2732,94.31,289.217333333,No,0.0458935149115
175919930,18,109.2042167,155.92,270.261333333,No,0.404068963004
175920626,20,18.6,22.1,32.4133333333,No,0.573837926779
175927816,10,36.1889334,48.21,134.988,No,0.268090003556
175929487,18,26.7573833,52.44,90.896,No,0.294373606099
175929987,8,84.9866333,120.1,368.306666667,No,0.230749646943
175930935,10,50.3573,43.34,121.352,No,0.414968850946
175938295,23,60.8367,88.64,94.5493333333,No,0.643438698669
175941541,16,10.43232505,17.0,34.0,No,0.306833089706
175944453,11,74.66195005,144.79,386.106666667,No,0.193371305123
